estu_nacionalidad	estu_depto_reside	estu_mcpio_reside	estu_estudiante	estu_nse_individual	estu_nse_establecimiento	punt_lectura_critica	punt_matematicas	punt_c_naturales	punt_sociales_ciudadanas	punt_ingles	punt_global	cole_jornada	cole_naturaleza	cole_area_ubicacion	fami_estratovivienda	estu_edad	estu_genero	fami_situacioneconomica	fami_comecarnepescadohuevo	fami_numlibros	estu_dedicacionlecturadiaria	estu_dedicacioninternet	fami_tienecomputador	tiene_vehiculo	edu_max_padres	hacinamiento	trabaja_cat	glo	cole_tipo
COLOMBIA	TOLIMA	CHAPARRAL	ESTUDIANTE	1	1	46	44	48	39	43	221	MAÑANA	OFICIAL	RURAL	Estrato 3	Edad.17a18	F	Peor	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	Si	VEH.No	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	SAN ANTONIO	ESTUDIANTE	2	2	39	44	48	38	43	212	MAÑANA	OFICIAL	RURAL	Estrato 3	Edad.15a16	M	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	PURIFICACIÓN	ESTUDIANTE	3	2	50	52	44	48	60	247	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	PURIFICACIÓN	ESTUDIANTE	1	2	29	39	35	32	42	172	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	Nunca o rara vez comemos eso	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	SAN SEBASTIÁN DE MARIQUITA	ESTUDIANTE	1	2	57	50	44	44	46	243	UNICA	OFICIAL	URBANO	Estrato 1	Edad.17a18	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Primaria	HAC.SI	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	58	67	49	57	53	287	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.No	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	63	59	61	63	65	309	UNICA	OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Peor	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	Trabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	48	35	38	32	44	193	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	No Navega Internet	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	2	2	47	49	45	46	27	226	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Mejor	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	50	55	44	40	47	236	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.17a18	M	Peor	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	Si	VEH.No	Edu.Profesional	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	44	42	41	43	51	216	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Peor	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	2	42	43	38	39	50	206	UNICA	OFICIAL	RURAL	Estrato 1	Edad.17a18	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	65	65	67	72	59	333	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Peor	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.No	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	2	34	38	38	37	35	183	MAÑANA	OFICIAL	RURAL	Estrato 1	Edad.15a16	F	Peor	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Técnico	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	3	3	61	65	58	53	76	303	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Igual	Nunca o rara vez comemos eso	26 A 100 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.No	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	4	52	48	65	53	63	276	COMPLETA	NO OFICIAL	URBANO	Estrato 4	Edad.17a18	F	Peor	3 a 5 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/No_Oficial
COLOMBIA	TOLIMA	SAN LUIS	ESTUDIANTE	3	2	56	56	51	47	50	262	UNICA	OFICIAL	RURAL	Estrato 4	Edad.17a18	F	Igual	Todos o casi todos los días	MÁS DE 100 LIBROS	30 minutos o menos	Más de 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Rural/Oficial
COLOMBIA	TOLIMA	ICONONZO	ESTUDIANTE	2	2	64	73	58	60	57	316	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Mejor	Todos o casi todos los días	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	74	64	54	68	81	331	COMPLETA	NO OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Igual	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.No	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	76	69	67	52	100	343	COMPLETA	NO OFICIAL	URBANO	Estrato 5	Edad.15a16	F	Igual	3 a 5 veces por semana	26 A 100 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	LÉRIDA	ESTUDIANTE	3	3	51	46	32	38	47	211	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Peor	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.Sí	Edu.Técnico	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	2	47	53	49	61	43	259	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Igual	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	Más de 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	1	2	54	53	47	43	57	249	MAÑANA	NO OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.No	Edu.Primaria	HAC.SI	Trabaja	Glo.MBajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	LÍBANO	ESTUDIANTE	2	2	43	55	39	43	53	228	UNICA	OFICIAL	URBANO	Sin Estrato	Edad.17a18	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	No Navega Internet	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	55	62	61	55	40	284	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Mejor	Todos o casi todos los días	MÁS DE 100 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	COYAIMA	ESTUDIANTE	1	1	40	49	48	43	41	223	UNICA	OFICIAL	RURAL	Estrato 1	Edad.15a16	F	Peor	1 o 2 veces por semana	11 A 25 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	60	65	72	63	72	328	COMPLETA	NO OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	59	60	54	54	61	285	MAÑANA	OFICIAL	URBANO	Estrato 4	Edad.15a16	F	Igual	3 a 5 veces por semana	26 A 100 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	CHAPARRAL	ESTUDIANTE	1	1	50	57	62	47	51	269	MAÑANA	OFICIAL	RURAL	Estrato 2	Edad.15a16	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MAlto	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	61	57	59	60	49	292	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Mejor	3 a 5 veces por semana	26 A 100 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	RIOBLANCO	ESTUDIANTE	1	1	47	38	43	42	43	213	UNICA	OFICIAL	RURAL	Estrato 1	Edad.15a16	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	30 minutos o menos	No	VEH.No	Edu.Primaria	HAC.SI	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	3	3	53	40	49	38	52	228	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	1 o 2 veces por semana	11 A 25 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	SAN SEBASTIÁN DE MARIQUITA	ESTUDIANTE	2	2	49	54	46	48	43	244	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Peor	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	Más de 3 horas	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	42	43	36	38	44	200	UNICA	OFICIAL	URBANO	Estrato 3	Edad.17a18	M	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	ORTEGA	ESTUDIANTE	2	2	70	71	77	70	57	354	TARDE	OFICIAL	RURAL	Estrato 1	Edad.15a16	M	Igual	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	No	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.Alto	Rural/Oficial
COLOMBIA	TOLIMA	LÍBANO	ESTUDIANTE	3	2	61	61	52	47	54	276	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Mejor	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.No	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	80	100	74	100	81	440	COMPLETA	NO OFICIAL	URBANO	Estrato 4	Edad.17a18	M	Igual	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	43	51	45	48	59	238	MAÑANA	OFICIAL	URBANO	Estrato 5	Edad.15a16	M	Mejor	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	CHAPARRAL	ESTUDIANTE	1	1	64	61	58	62	51	302	MAÑANA	OFICIAL	RURAL	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.No	Edu.Primaria	HAC.SI	Trabaja	Glo.Alto	Rural/Oficial
COLOMBIA	TOLIMA	FRESNO	ESTUDIANTE	2	1	46	52	56	46	50	250	UNICA	OFICIAL	RURAL	Estrato 2	Edad.15a16	M	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.No	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	CAJAMARCA	ESTUDIANTE	1	2	60	45	56	43	48	254	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.17a18	F	Igual	Nunca o rara vez comemos eso	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	2	47	45	48	34	52	221	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Mejor	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	ROVIRA	ESTUDIANTE	2	2	43	46	49	33	52	217	UNICA	OFICIAL	RURAL	Estrato 1	Edad.15a16	F	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	30 minutos o menos	Si	VEH.No	Edu.Técnico	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	FLANDES	ESTUDIANTE	2	2	54	47	38	39	44	222	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	30 minutos o menos	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	80	67	67	68	71	353	MAÑANA	NO OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Igual	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	CAJAMARCA	ESTUDIANTE	2	2	52	58	48	56	40	262	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Igual	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	59	52	48	48	50	258	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	FRESNO	ESTUDIANTE	2	2	42	58	50	37	42	232	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	65	64	58	68	67	320	COMPLETA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	1 o 2 veces por semana	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.No	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	RIOBLANCO	ESTUDIANTE	1	1	50	37	40	45	46	216	UNICA	OFICIAL	RURAL	Estrato 2	Edad.15a16	M	Mejor	3 a 5 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	2	61	53	57	55	55	282	UNICA	OFICIAL	URBANO	Estrato 3	Edad.17a18	F	Peor	1 o 2 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.No	Edu.Bachiller	HAC.SI	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	55	58	51	47	48	262	MAÑANA	NO OFICIAL	URBANO	Estrato 3	Edad.17a18	M	Igual	1 o 2 veces por semana	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Técnico	HAC.SI	Trabaja	Glo.MAlto	Urbano/No_Oficial
COLOMBIA	TOLIMA	SAN LUIS	ESTUDIANTE	1	2	45	42	35	34	32	192	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Mejor	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	CARMEN DE APICALÁ	ESTUDIANTE	3	2	54	54	39	46	42	239	UNICA	OFICIAL	URBANO	Estrato 4	Edad.15a16	M	Mejor	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	30 minutos o menos	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	FLANDES	ESTUDIANTE	1	2	45	48	37	40	41	212	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.17a18	F	Igual	1 o 2 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	LÍBANO	ESTUDIANTE	2	3	72	72	72	69	81	360	COMPLETA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	Más de 2 horas	Entre 1 y 3 horas	No	VEH.No	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	51	42	44	40	66	230	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	Entre 1 y 2 horas	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	2	2	46	53	48	47	44	241	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	Nunca o rara vez comemos eso	11 A 25 LIBROS	No leo por entretenimiento	30 minutos o menos	No	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	2	2	48	48	47	43	44	232	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	55	54	40	45	35	237	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	SALDAÑA	ESTUDIANTE	2	2	56	51	48	41	48	245	UNICA	OFICIAL	RURAL	Estrato 2	Edad.15a16	F	Peor	3 a 5 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	30 minutos o menos	No	VEH.No	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	2	2	53	54	54	50	42	260	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Mejor	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	2	2	71	67	62	62	62	326	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	Entre 1 y 2 horas	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.SI	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	2	2	50	49	48	40	46	233	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Peor	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	30 minutos o menos	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	60	41	38	46	52	233	COMPLETA	NO OFICIAL	URBANO	Estrato 4	Edad.15a16	F	Mejor	3 a 5 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	30 minutos o menos	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.MBajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	61	55	45	46	49	258	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Técnico	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	CHAPARRAL	ESTUDIANTE	2	1	60	50	36	53	46	247	MAÑANA	OFICIAL	RURAL	Sin Estrato	Edad.15a16	F	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	PURIFICACIÓN	ESTUDIANTE	2	2	50	34	37	32	44	193	UNICA	OFICIAL	URBANO	Estrato 1	Edad.17a18	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	69	70	68	68	65	342	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Igual	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	Si	VEH.No	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	CHAPARRAL	ESTUDIANTE	2	2	58	51	52	44	43	253	UNICA	OFICIAL	URBANO	Estrato 1	Edad.17a18	M	Peor	3 a 5 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	70	74	68	72	70	355	COMPLETA	NO OFICIAL	URBANO	Estrato 4	Edad.15a16	M	Igual	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	FLANDES	ESTUDIANTE	3	2	49	33	42	31	46	197	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.17a18	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
